_id,institution,campus,quarter,departmentId,departmentName,courseId,courseName,sectionsCount
hRqGrS89swJkbat5u,uw.edu,seattle,AUTUMN,PSYCH,PSYCH,PSYCH334,PSYCH334,1
hSh7HQJyTvGNKyfa7,uw.edu,seattle,AUTUMN,ECON,ECON,ECON400,ECON400,1
hXP3vXfWbRQNJPXzP,uw.edu,seattle,SUMMER,MATH,MATH,MATH328,MATH328,2
hcxK3gPRmXebrzenW,uw.edu,seattle,AUTUMN,NURS,NURS,NURS304,NURS304,1
heEe6pgvBBFDPEdeq,uw.edu,seattle,SUMMER,SPAN,SPAN,SPAN301,SPAN301,1
heXBCL8Ttb7H4eJwg,uw.edu,seattle,SUMMER,CHEM,CHEM,CHEM162,CHEM162,1
hgJENeyaoBmi5pSCf,uw.edu,seattle,AUTUMN,RUSS,RUSS,RUSS301,RUSS301,1
hgKT3PRapfKA8q7hy,uw.edu,seattle,AUTUMN,INDE,INDE,INDE595,INDE595,2
hh2fKfwvXq6BmtGNJ,uw.edu,seattle,SUMMER,HSTAA,HSTAA,HSTAA301,HSTAA301,1
hmH2bHr7wnpBauwxb,uw.edu,seattle,AUTUMN,LING,LING,LING200,LING200,1
hpKmZYxty9wirSgjh,uw.edu,seattle,AUTUMN,LATIN,LATIN,LATIN305,LATIN305,1
ht6e3rKGnYKudascK,uw.edu,seattle,AUTUMN,JSISA,JSISA,JSISA578,JSISA578,1
htBYMYegmf5E924Jj,uw.edu,seattle,SUMMER,REHAB,REHAB,REHAB580,REHAB580,1
hufZzmNi9tgQGJ2zr,uw.edu,seattle,SUMMER,PSYCH,PSYCH,PSYCH101,PSYCH101,1
i3zhwWhEaoLSGPziY,uw.edu,seattle,AUTUMN,ME,ME,ME556,ME556,3
i64xk2sega4NDLq7R,uw.edu,seattle,AUTUMN,CEE,CEE,CEE551,CEE551,2
i6rfE6wL7pwnjBs3r,uw.edu,seattle,SUMMER,NEARE,NEARE,NEARE268,NEARE268,1
i7KXCoC98MehzmToW,uw.edu,seattle,AUTUMN,CHID,CHID,CHID250,CHID250,2
i8i7JJGNo94Di4bD3,uw.edu,seattle,SUMMER,PHYS,PHYS,PHYS121,PHYS121,1
i9drd9YuxPNTNekRQ,uw.edu,seattle,AUTUMN,ENGL,ENGL,ENGL309,ENGL309,1
iAesAe5wkwCzHhvo6,uw.edu,seattle,AUTUMN,SPAN,SPAN,SPAN306,SPAN306,1
iAsq2voNsqKtHFmqp,uw.edu,seattle,AUTUMN,BIOL,BIOL,BIOL482,BIOL482,1
iDfbeMDM5T6XqgjZE,uw.edu,seattle,SUMMER,SOC,SOC,SOC270,SOC270,1
iDjjGS5Y4A256etas,uw.edu,seattle,SUMMER,ENGL,ENGL,ENGL111,ENGL111,3
iHsfo5p3jZ7SFZNv3,uw.edu,seattle,AUTUMN,HSTAA,HSTAA,HSTAA465,HSTAA465,1
iKoi4LQrrmC92gYRf,uw.edu,seattle,AUTUMN,PHYS,PHYS,PHYS411,PHYS411,1
iMST3TKPZoWu2huLa,uw.edu,seattle,AUTUMN,DANISH,DANISH,DANISH201,DANISH201,1
iXKr5BDJptus96XC4,uw.edu,seattle,AUTUMN,QSCI,QSCI,QSCI291,QSCI291,1
ieaK9CZ9e6W9985WY,uw.edu,seattle,AUTUMN,ESS,ESS,ESS102,ESS102,2
ifNc4muDTesCgkfaK,uw.edu,seattle,AUTUMN,PHYS,PHYS,PHYS513,PHYS513,1
ifpoDSHj379juoa42,uw.edu,seattle,SUMMER,EE,EE,EE341,EE341,1
igezRhp9y2nojQ98i,uw.edu,seattle,AUTUMN,ACCTG,ACCTG,ACCTG302,ACCTG302,1
ih44pxDjJuWnyypmY,uw.edu,seattle,AUTUMN,ECON,ECON,ECON485,ECON485,1
im6t2sM23cmYdPtgD,uw.edu,seattle,SUMMER,HSTCMP,HSTCMP,HSTCMP205,HSTCMP205,1
ioWmZRYuuyFXszr45,uw.edu,seattle,SUMMER,EDC&I,EDC&I,EDC&I561,EDC&I561,1
iuMCuCjyr9xKourPT,uw.edu,seattle,AUTUMN,LATIN,LATIN,LATIN520,LATIN520,1
iw9SLtgiZwCJNkYsX,uw.edu,seattle,SUMMER,LSJ,LSJ,LSJ476,LSJ476,1
izcpJN3WgHRNQgW3i,uw.edu,seattle,AUTUMN,HSTRY,HSTRY,HSTRY494,HSTRY494,1
j44hWYzbN9D2SaWPK,uw.edu,seattle,AUTUMN,REHAB,REHAB,REHAB522,REHAB522,1
jBYGus8e8BYF6YL9E,uw.edu,seattle,AUTUMN,SCAND,SCAND,SCAND445,SCAND445,1
jCw9F2eonskje5PpF,uw.edu,seattle,SUMMER,PSYCH,PSYCH,PSYCH322,PSYCH322,1
jFndoCoqoYwdaHtMa,uw.edu,seattle,AUTUMN,MATH,MATH,MATH120,MATH120,3
jGamNhLxLPpFxYRTv,uw.edu,seattle,SUMMER,COM,COM,COM270,COM270,3
jK8EBvXe2GGJNEfmp,uw.edu,seattle,AUTUMN,FRENCH,FRENCH,FRENCH203,FRENCH203,2
jNfEKwdMzZi4kcfqs,uw.edu,seattle,AUTUMN,QMETH,QMETH,QMETH501,QMETH501,4
jPMmY6qMa3YFBjXNr,uw.edu,seattle,AUTUMN,BIOL,BIOL,BIOL355,BIOL355,2
jPh5rkRa59WeroSKg,uw.edu,seattle,SUMMER,ANTH,ANTH,ANTH432,ANTH432,1
jWm7fzg7EczFTDyvc,uw.edu,seattle,SUMMER,ENVIR,ENVIR,ENVIR235,ENVIR235,1
jXmYzsL3ecCQy5Pvg,uw.edu,seattle,SUMMER,ENGL,ENGL,ENGL370,ENGL370,1
jdqLPmS9u2rwfaAvM,uw.edu,seattle,AUTUMN,ENTRE,ENTRE,ENTRE575,ENTRE575,1
jgPYLszF8eEcXKDgv,uw.edu,seattle,SUMMER,C LIT,C LIT,C LIT240,C LIT240,1
jhHpNzrkTZx4ESMtr,uw.edu,seattle,AUTUMN,SNKRT,SNKRT,SNKRT511,SNKRT511,1
jkxsur7dJrxuhaGzM,uw.edu,seattle,SUMMER,ECON,ECON,ECON485,ECON485,1
joAGQeZMEsGoQ2XnB,uw.edu,seattle,SUMMER,MATH,MATH,MATH125,MATH125,5
jp5NqHoGJDAGSktEQ,uw.edu,seattle,SUMMER,JSISB,JSISB,JSISB335,JSISB335,1
jshKjJHzRYMNzLm6i,uw.edu,seattle,AUTUMN,EDC&I,EDC&I,EDC&I474,EDC&I474,1
jtKKq4tk8258a5Nei,uw.edu,seattle,SUMMER,MODHEB,MODHEB,MODHEB515,MODHEB515,1
juhZa8DmSMeBSAxsR,uw.edu,seattle,SUMMER,PHYS,PHYS,PHYS334,PHYS334,1
juirPCnwXG2Wqyfr5,uw.edu,seattle,SUMMER,JSISA,JSISA,JSISA315,JSISA315,1
jwtimRiSt3uJRoDpJ,uw.edu,seattle,SUMMER,ENGL,ENGL,ENGL422,ENGL422,1
jxbk2PpY4fpQMkHZi,uw.edu,seattle,SUMMER,ME,ME,ME123,ME123,2
jysA4wpNW5mAQsAkX,uw.edu,seattle,AUTUMN,IS,IS,IS300,IS300,4
jztMdHyZFJKefSNZz,uw.edu,seattle,AUTUMN,MATH,MATH,MATH327,MATH327,2
k5GSbgFJ5NnAg9h9t,uw.edu,seattle,AUTUMN,OPMGT,OPMGT,OPMGT579,OPMGT579,4
k8xXqPAW7CEjBJkXZ,uw.edu,seattle,SUMMER,PHYS,PHYS,PHYS117,PHYS117,4
kA5xKyMbk5F9azcux,uw.edu,seattle,AUTUMN,ARCH,ARCH,ARCH150,ARCH150,2
kG8oAfw8yzc45oShG,uw.edu,seattle,SUMMER,EDTEP,EDTEP,EDTEP551,EDTEP551,2
kLBGDD3DTK9C8dPvY,uw.edu,seattle,AUTUMN,CHEM,CHEM,CHEM434,CHEM434,1
kThj9Pf3vqXWNXxzn,uw.edu,seattle,AUTUMN,CEE,CEE,CEE599,CEE599,4
kYH5EYvfvPkTrzryc,uw.edu,seattle,AUTUMN,SCAND,SCAND,SCAND330,SCAND330,1
kaeSiY5GmymkWXYAE,uw.edu,seattle,SUMMER,CHEM,CHEM,CHEM237,CHEM237,1
kbK9heZnEvBir8nDH,uw.edu,seattle,AUTUMN,OPMGT,OPMGT,OPMGT301,OPMGT301,2
kcKjxJuLhfhuTYdgb,uw.edu,seattle,AUTUMN,CHEME,CHEME,CHEME497,CHEME497,1
khWt3skH3vWLsDHd3,uw.edu,seattle,SUMMER,ACCTG,ACCTG,ACCTG219,ACCTG219,1
kjao9jXG8rz7ExSoj,uw.edu,seattle,AUTUMN,STAT,STAT,STAT394,STAT394,1
kjtNYHkJzn323LZmd,uw.edu,seattle,AUTUMN,ESRM,ESRM,ESRM490,ESRM490,1
kjvmq7MyLtanm7Gug,uw.edu,seattle,AUTUMN,CS&SS,CS&SS,CS&SS536,CS&SS536,2
kqXs5T67k77o7acQX,uw.edu,seattle,AUTUMN,TAGLG,TAGLG,TAGLG101,TAGLG101,2
krpRbjnPBr32R9c3u,uw.edu,seattle,AUTUMN,CEE,CEE,CEE483,CEE483,2
ksRG8ZwpDGuzMeqQX,uw.edu,seattle,AUTUMN,ENGL,ENGL,ENGL324,ENGL324,1
kwFKPcdw5nkrM9a2n,uw.edu,seattle,AUTUMN,IS,IS,IS445,IS445,1
ky6TZbt93P53jnnNu,uw.edu,seattle,AUTUMN,CHEM,CHEM,CHEM462,CHEM462,1
m8bRNsRBPBaG9Z5nG,uw.edu,seattle,AUTUMN,CHEM,CHEM,CHEM142,CHEM142,4
mBjqbRksqCJixbfcT,uw.edu,seattle,SUMMER,CHEM,CHEM,CHEM321,CHEM321,1
mDXJioJizZGgtWivk,uw.edu,seattle,AUTUMN,MKTG,MKTG,MKTG335,MKTG335,2
mHWBPXyQnz696GXxs,uw.edu,seattle,AUTUMN,CHIN,CHIN,CHIN111,CHIN111,1
mKfBcNhBb6NKpj7Rn,uw.edu,seattle,SUMMER,DPHS,DPHS,DPHS550,DPHS550,2
mLSSmDHsYZ7HSFpWa,uw.edu,seattle,AUTUMN,FRENCH,FRENCH,FRENCH103,FRENCH103,2
mSs2B7vEaEcxdMdoB,uw.edu,seattle,SUMMER,ACCTG,ACCTG,ACCTG411,ACCTG411,1
mTDpX8qWTTCKcYdsE,uw.edu,seattle,AUTUMN,SLAVIC,SLAVIC,SLAVIC490,SLAVIC490,1
mb82fNenY68MbDWbW,uw.edu,seattle,AUTUMN,ITAL,ITAL,ITAL262,ITAL262,1
mhoz2Mgku93gQTGsu,uw.edu,seattle,AUTUMN,ANTH,ANTH,ANTH313,ANTH313,1
miYonKAxd4CgeAQzo,uw.edu,seattle,AUTUMN,ACCTG,ACCTG,ACCTG471,ACCTG471,1
mioyx9ZLXC5eBk4zz,uw.edu,seattle,AUTUMN,DANCE,DANCE,DANCE350,DANCE350,1
miyubyJqinr62t6CL,uw.edu,seattle,AUTUMN,BIOC,BIOC,BIOC450,BIOC450,1
mmXhkc4a9AgNMSSWg,uw.edu,seattle,SUMMER,AFRAM,AFRAM,AFRAM150,AFRAM150,1
moDACCbPXD9XFpb83,uw.edu,seattle,AUTUMN,FRENCH,FRENCH,FRENCH301,FRENCH301,2
mp4Yc78GhYu2zo9Fy,uw.edu,seattle,AUTUMN,CSE,CSE,CSE344,CSE344,1
mta9QSwXu8s2PvSsn,uw.edu,seattle,AUTUMN,IMMUN,IMMUN,IMMUN441,IMMUN441,1
mvW3BDB2xYy6CDeXm,uw.edu,seattle,AUTUMN,CSE,CSE,CSE351,CSE351,2
mwLuqhxe5yvQh7uzA,uw.edu,seattle,SUMMER,COM,COM,COM444,COM444,1
n3Ty9SQXmYCzYnTwv,uw.edu,seattle,AUTUMN,ENGL,ENGL,ENGL430,ENGL430,1
n7ZN9EmqDdj9K6phN,uw.edu,seattle,AUTUMN,ASL,ASL,ASL101,ASL101,4
nGASxXaBmwjPhTW2F,uw.edu,seattle,SUMMER,PHIL,PHIL,PHIL100,PHIL100,1
nNFr8fC7DG6j2LLPi,uw.edu,seattle,SUMMER,POLS,POLS,POLS461,POLS461,1
nQPruvngYmtqzi5XK,uw.edu,seattle,SUMMER,SOCW,SOCW,SOCW573,SOCW573,1
nRTBPunD2kTCM8kNk,uw.edu,seattle,AUTUMN,ATMS,ATMS,ATMS490,ATMS490,1
nSMTL2yZKKz73R7f8,uw.edu,seattle,AUTUMN,CHEM,CHEM,CHEM529,CHEM529,1
nSsh5CqT7oY2Zjgsh,uw.edu,seattle,SUMMER,MUSIC,MUSIC,MUSIC120,MUSIC120,1
nYwLFHYs8KXPYdotf,uw.edu,seattle,AUTUMN,MATH,MATH,MATH324,MATH324,9
nfnNNhsj4YKW6ETBs,uw.edu,seattle,AUTUMN,ENGL,ENGL,ENGL310,ENGL310,1
nhxLjEiuLFtQfkrTF,uw.edu,seattle,SUMMER,HSTAM,HSTAM,HSTAM205,HSTAM205,1
niL5Ai7FjAhxuLRRf,uw.edu,seattle,SUMMER,COM,COM,COM238,COM238,1
njmHE3HXM5gb7omoP,uw.edu,seattle,SUMMER,ENGL,ENGL,ENGL242,ENGL242,3
nm5Xs53fdcN76Ag3c,uw.edu,seattle,SUMMER,MGMT,MGMT,MGMT579,MGMT579,2
nnwk8C5rpXtnQPBjN,uw.edu,seattle,AUTUMN,SPAN,SPAN,SPAN321,SPAN321,1
nqnWmwLsn7kBuGC8T,uw.edu,seattle,AUTUMN,PUBPOL,PUBPOL,PUBPOL516,PUBPOL516,3
nwFg9uCmfdmdjkxhS,uw.edu,seattle,AUTUMN,ME,ME,ME471,ME471,1
nwtZAMY5xof62j2kx,uw.edu,seattle,SUMMER,JSISB,JSISB,JSISB406,JSISB406,1
o4wP6RH9cGZxJa8tu,uw.edu,seattle,AUTUMN,CEE,CEE,CEE349,CEE349,1
o6GZsiqmqmvMbGmh6,uw.edu,seattle,SUMMER,LABM,LABM,LABM419,LABM419,1
o7arAynMa8CqxpDYb,uw.edu,seattle,AUTUMN,LAWA,LAWA,LAWA509,LAWA509,2
o8fQDdqDsK9W9uDTg,uw.edu,seattle,AUTUMN,MATH,MATH,MATH125,MATH125,7
oB4fTDopwmCm8s4z6,uw.edu,seattle,AUTUMN,CHEME,CHEME,CHEME435,CHEME435,1
oBWXr7yKPiGbTcunu,uw.edu,seattle,SUMMER,LAWB,LAWB,LAWB560,LAWB560,2
oCEGaAEe4cXrj664w,uw.edu,seattle,AUTUMN,PHIL,PHIL,PHIL240,PHIL240,1
oDTgXhviydDX82E4J,uw.edu,seattle,AUTUMN,ANTH,ANTH,ANTH215,ANTH215,1
oDtypXvx9Gbjw4B24,uw.edu,seattle,AUTUMN,PHIL,PHIL,PHIL440,PHIL440,1
oFenSu3g4kkAXEzJ3,uw.edu,seattle,AUTUMN,ENGL,ENGL,ENGL344,ENGL344,1
oJAszdTqBafTc7xGu,uw.edu,seattle,AUTUMN,ASL,ASL,ASL201,ASL201,1
oJxtLjPojaZGKQpJG,uw.edu,seattle,AUTUMN,CHSTU,CHSTU,CHSTU255,CHSTU255,1
oRgD5JzZ9R7p42ac2,uw.edu,seattle,SUMMER,FIN,FIN,FIN557,FIN557,2
oT4byXxtmDbvvLgCJ,uw.edu,seattle,AUTUMN,CHEM,CHEM,CHEM560,CHEM560,1
oZHkNpc7DEf99Tqgc,uw.edu,seattle,AUTUMN,HSTRY,HSTRY,HSTRY498,HSTRY498,3
og8DxpaBXxwx4DnAE,uw.edu,seattle,AUTUMN,PHYS,PHYS,PHYS517,PHYS517,1
ogDPq8M3aeLc2BCGg,uw.edu,seattle,AUTUMN,MEDSCI,MEDSCI,MEDSCI570,MEDSCI570,1
okWAQrkaXzq4QHKxL,uw.edu,seattle,AUTUMN,RUSS,RUSS,RUSS201,RUSS201,1
okkCifTkwesZzw63L,uw.edu,seattle,SUMMER,BIOL,BIOL,BIOL313,BIOL313,1
oqtbpKEunpwYMarJQ,uw.edu,seattle,AUTUMN,CEE,CEE,CEE540,CEE540,2
orGrQBAQzmei4e9LB,uw.edu,seattle,AUTUMN,SPAN,SPAN,SPAN461,SPAN461,1
osNJCi4QzgsrwGErP,uw.edu,seattle,SUMMER,PSYCH,PSYCH,PSYCH202,PSYCH202,1
oy49HzFB2GNZzhQua,uw.edu,seattle,AUTUMN,SCAND,SCAND,SCAND367,SCAND367,1
oy5uNYEvxqe9hcpHW,uw.edu,seattle,AUTUMN,EDSPE,EDSPE,EDSPE414,EDSPE414,1
p5mQYLtPfYXZ6jWZj,uw.edu,seattle,SUMMER,HSTAA,HSTAA,HSTAA150,HSTAA150,1
p5wEdByuFo3SstkqP,uw.edu,seattle,SUMMER,LSJ,LSJ,LSJ366,LSJ366,1
p69Eu7q28ingtFWBJ,uw.edu,seattle,SUMMER,PHYS,PHYS,PHYS225,PHYS225,1
p7BYvrLrJncgrMvye,uw.edu,seattle,AUTUMN,ESRM,ESRM,ESRM150,ESRM150,1
p9BzaGQZuHeJDFcEL,uw.edu,seattle,SUMMER,SPHSC,SPHSC,SPHSC371,SPHSC371,2
p9h9qWHwXYw9qH9ar,uw.edu,seattle,AUTUMN,DRAMA,DRAMA,DRAMA372,DRAMA372,1
pBiwp4RQuHWRrpbky,uw.edu,seattle,AUTUMN,ENVIR,ENVIR,ENVIR495,ENVIR495,1
pCGErXSRqujLXBsn3,uw.edu,seattle,AUTUMN,CHIN,CHIN,CHIN442,CHIN442,1
pFx9t9qau8d9eHaQp,uw.edu,seattle,AUTUMN,ATMS,ATMS,ATMS290,ATMS290,1
pGHDMvnhuCF3XcyLg,uw.edu,seattle,AUTUMN,POLSH,POLSH,POLSH401,POLSH401,1
pJ4sgMTkfSbxRWKj4,uw.edu,seattle,AUTUMN,ESS,ESS,ESS403,ESS403,1
pKbFtyGr6LEiE3q7Q,uw.edu,seattle,AUTUMN,ENGL,ENGL,ENGL204,ENGL204,1
pLfGWeZQzxJrcvhC3,uw.edu,seattle,AUTUMN,PORT,PORT,PORT202,PORT202,1
pLkc8opYdbPqhFctX,uw.edu,seattle,AUTUMN,ENGL,ENGL,ENGL321,ENGL321,1
pMMiJRgirBD6kgErZ,uw.edu,seattle,AUTUMN,AMATH,AMATH,AMATH584,AMATH584,2
pMuZzx5kzv6YkC7GP,uw.edu,seattle,AUTUMN,HSTEU,HSTEU,HSTEU234,HSTEU234,1
pNSXazBES5ZGTwkiG,uw.edu,seattle,AUTUMN,BIOL,BIOL,BIOL465,BIOL465,1
pR9ASePmpT6iM6epj,uw.edu,seattle,SUMMER,BIOL,BIOL,BIOL485,BIOL485,2
pSYhEuwQR7JyhFWds,uw.edu,seattle,AUTUMN,HSTAA,HSTAA,HSTAA231,HSTAA231,1
pWHG6DNbZvWYvF2ct,uw.edu,seattle,SUMMER,ANTH,ANTH,ANTH209,ANTH209,1
pazmGhDsFs95gLrMs,uw.edu,seattle,AUTUMN,GERMAN,GERMAN,GERMAN111,GERMAN111,2
pcdaEb3wdq6XX2Sxn,uw.edu,seattle,AUTUMN,PHYS,PHYS,PHYS570,PHYS570,1
pgryWbfD3JKFnNAkY,uw.edu,seattle,AUTUMN,SWA,SWA,SWA201,SWA201,1
pj5nNp9b2NtCD373g,uw.edu,seattle,AUTUMN,HSTCMP,HSTCMP,HSTCMP259,HSTCMP259,1
pkgthBMHyXmPKWdb5,uw.edu,seattle,AUTUMN,SPAN,SPAN,SPAN510,SPAN510,1
prQyGJKPwzYxb6E8D,uw.edu,seattle,AUTUMN,PHYS,PHYS,PHYS576,PHYS576,3
pt3HxLMrbn6Mw6M5K,uw.edu,seattle,AUTUMN,ESRM,ESRM,ESRM362,ESRM362,1
puhrYu7yPSEzswaiK,uw.edu,seattle,SUMMER,ACCTG,ACCTG,ACCTG311,ACCTG311,1
pvXqQS4r58f9ZmJCB,uw.edu,seattle,AUTUMN,CEE,CEE,CEE543,CEE543,2
py4E9QZHbAJEyeJcD,uw.edu,seattle,AUTUMN,CSE,CSE,CSE473,CSE473,1
py5kQxY796hsRiWZ5,uw.edu,seattle,AUTUMN,HSTAS,HSTAS,HSTAS327,HSTAS327,1
pyTSayTrRubEdNtJd,uw.edu,seattle,SUMMER,LAWB,LAWB,LAWB535,LAWB535,2
q22X4RA5MnWaCE7HY,uw.edu,seattle,SUMMER,GREEK,GREEK,GREEK301,GREEK301,1
q56r9YsFRpZgfBn8M,uw.edu,seattle,AUTUMN,MATH,MATH,MATH334,MATH334,1
q77hFm2NoeEzTXNbr,uw.edu,seattle,SUMMER,SPAN,SPAN,SPAN103,SPAN103,2
q85eiPEtKuRx57Gv7,uw.edu,seattle,SUMMER,POLS,POLS,POLS204,POLS204,1
q9P3dJsQjZ4ibEive,uw.edu,seattle,SUMMER,BIOL,BIOL,BIOL356,BIOL356,1
q9uXABku2DSQErjMF,uw.edu,seattle,AUTUMN,POLS,POLS,POLS586,POLS586,1
qAvCSX34z4v7JdWae,uw.edu,seattle,AUTUMN,SPAN,SPAN,SPAN201,SPAN201,4
qBa5E88DNqSA5jKoL,uw.edu,seattle,AUTUMN,NUTR,NUTR,NUTR563,NUTR563,1
qCBKkQSu3DXyDZSsn,uw.edu,seattle,SUMMER,ANTH,ANTH,ANTH210,ANTH210,1
qMQifdfE2yfHHCxD9,uw.edu,seattle,SUMMER,EDC&I,EDC&I,EDC&I526,EDC&I526,1
qQ5FnBTB6wxTMAuLH,uw.edu,seattle,AUTUMN,EARLY,EARLY,EARLYENGL281,EARLYENGL281,1
qWPgoueHYgyXEqR4p,uw.edu,seattle,AUTUMN,CHEME,CHEME,CHEME455,CHEME455,1
qZuBA4uu8yvviSLqp,uw.edu,seattle,SUMMER,NEARE,NEARE,NEARE266,NEARE266,1
qdwA9tqmJg2PqEfMn,uw.edu,seattle,SUMMER,SCM,SCM,SCM512,SCM512,1
qeAECgqzTC9YDsCcn,uw.edu,seattle,AUTUMN,MGMT,MGMT,MGMT500,MGMT500,4
qeiEXwZMfodbTm5Sf,uw.edu,seattle,SUMMER,LABM,LABM,LABM420,LABM420,1
qfstk8zy8wSbq3LML,uw.edu,seattle,AUTUMN,IMMUN,IMMUN,IMMUN537,IMMUN537,1
qi8zjDwGygJ3fwFEv,uw.edu,seattle,AUTUMN,CHEM,CHEM,CHEM223,CHEM223,1
qiLzj6vNmAwSsWgTm,uw.edu,seattle,AUTUMN,PHIL,PHIL,PHIL360,PHIL360,1
qjhXd3urwgeoXufgE,uw.edu,seattle,AUTUMN,LIS,LIS,LIS522,LIS522,1
qoLQaHrGLHHMMX6kK,uw.edu,seattle,AUTUMN,ME,ME,ME561,ME561,3
qpY2gMnmhwvxsMLxD,uw.edu,seattle,AUTUMN,HSTRY,HSTRY,HSTRY388,HSTRY388,1
qqTGB322psB577kzj,uw.edu,seattle,AUTUMN,LAWA,LAWA,LAWA599,LAWA599,3
qu49JDRbts87wy8PW,uw.edu,seattle,AUTUMN,AFRAM,AFRAM,AFRAM272,AFRAM272,1
qyuz5zagFgJTdPYJZ,uw.edu,seattle,SUMMER,LING,LING,LING233,LING233,1
r7FA8qWLK224MGcem,uw.edu,seattle,AUTUMN,JSIS,JSIS,JSIS578,JSIS578,1
r7cz5NfKtvoxiYz39,uw.edu,seattle,AUTUMN,JSISA,JSISA,JSISA441,JSISA441,1
r9Mua9zsk97ymYL4L,uw.edu,seattle,AUTUMN,CHEM,CHEM,CHEM242,CHEM242,1
rAj8K9zq5ihzZEhBz,uw.edu,seattle,SUMMER,PHIL,PHIL,PHIL160,PHIL160,1
rD3cgfRJ6Q8uLQjEx,uw.edu,seattle,SUMMER,ITAL,ITAL,ITAL234,ITAL234,1
rDcCuqojowGt92zKC,uw.edu,seattle,AUTUMN,MATH,MATH,MATH544,MATH544,1
rHCagTxuNxZZgQkjw,uw.edu,seattle,SUMMER,MUSIC,MUSIC,MUSIC122,MUSIC122,1
